userid,foodid,rating
17104004,10,4
17104004,40,2
17104005,21,5
17104005,58,3
17104005,15,5
17104005,13,2
17104005,16,1
17104005,22,3
17104005,53,3
17104005,22,1
17104005,14,5
17104005,59,1
17104005,48,1
17104005,5,5
17104005,3,3
17104005,25,2
17104005,57,5
17104005,60,1
17104005,38,4
17104005,15,4
17104005,52,1
17104005,6,1
17104005,39,2
17104005,16,2
17104005,11,4
17104005,27,5
17104005,8,4
17104005,8,3
17104005,8,5
17104005,27,5
17104005,56,2
17104005,39,4
17104005,57,4
17104005,19,2
17104005,6,4
17104005,25,3
17104005,37,3
17104005,1,4
17104005,52,3
17104005,37,4
17104005,57,4
17104005,37,3
17104006,4,3
17104006,12,1
17104006,29,5
17104006,56,3
17104006,48,1
17104006,9,2
17104006,21,5
17104006,50,5
17104006,55,5
17104006,29,2
17104006,6,4
17104006,20,5
17104006,1,2
17104006,25,4
17104006,30,4
17104006,26,4
17104006,45,1
17104006,56,4
17104006,53,5
17104006,44,2
17104006,40,2
17104006,11,5
17104006,5,5
17104006,62,2
17104006,14,2
17104006,2,3
17104006,9,1
17104006,27,4
17104006,16,3
17104006,50,2
17104006,7,5
17104006,33,3
17104006,26,4
17104006,12,4
17104006,63,5
17104006,22,4
17104006,39,3
17104006,48,1
17104006,28,1
17104006,44,4
17104007,40,5
17104007,59,4
17104007,6,1
17104007,11,2
17104007,59,2
17104007,61,3
17104007,28,1
17104007,63,5
17104007,38,4
17104007,30,4
17104007,45,1
17104007,19,2
17104007,27,2
17104007,31,4
17104007,39,4
17104007,1,2
17104007,34,5
17104007,25,5
17104007,56,1
17104007,7,1
17104007,60,2
17104007,19,1
17104007,2,3
17104007,16,5
17104007,58,5
17104007,8,4
17104007,60,1
17104007,59,4
17104007,37,1
17104007,32,4
17104007,57,3
17104007,24,3
17104007,49,2
17104007,15,5
17104007,29,1
17104007,15,3
17104007,4,3
17104007,2,4
17104007,29,1
17104007,16,3
17104008,55,2
17104008,2,3
17104008,22,1
17104008,27,3
17104008,45,4
17104008,26,3
17104008,38,1
17104008,36,2
17104008,27,4
17104008,15,5
17104008,55,4
17104008,41,1
17104008,31,3
17104008,29,4
17104008,9,2
17104008,38,3
17104008,46,5
17104008,32,4
17104008,8,1
17104008,41,3
17104008,18,5
17104008,16,3
17104008,10,1
17104008,16,3
17104008,32,5
17104008,49,1
17104008,16,2
17104008,18,4
17104008,27,4
17104008,9,3
17104008,19,1
17104008,29,3
17104008,62,5
17104008,50,4
17104008,57,3
17104008,23,3
17104008,11,1
17104008,25,1
17104008,58,1
17104008,58,2
17104009,58,5
17104009,56,2
17104009,11,1
17104009,39,4
17104009,25,1
17104009,37,5
17104009,46,1
17104009,46,1
17104009,9,5
17104009,34,4
17104009,24,5
17104009,16,3
17104009,25,4
17104009,34,3
17104009,56,5
17104009,58,4
17104009,51,1
17104009,34,4
17104009,1,1
17104009,42,4
17104009,32,3
17104009,57,1
17104009,22,3
17104009,46,5
17104009,6,1
17104009,50,4
17104009,57,2
17104009,61,2
17104009,47,5
17104009,25,2
17104009,12,4
17104009,45,4
17104009,18,1
17104009,5,5
17104009,9,5
17104009,18,2
17104009,41,2
17104009,54,5
17104009,57,2
17104009,24,5
17104010,33,4
17104010,55,1
17104010,2,1
17104010,5,1
17104010,35,2
17104010,16,3
17104010,27,4
17104010,50,4
17104010,2,1
17104010,57,1
17104010,35,3
17104010,55,3
17104010,1,5
17104010,52,1
17104010,10,2
17104010,2,3
17104010,6,5
17104010,49,4
17104010,30,2
17104010,44,1
17104010,29,2
17104010,57,3
17104010,1,5
17104010,17,1
17104010,21,4
17104010,50,4
17104010,33,5
17104010,62,1
17104010,20,1
17104010,60,4
17104010,58,2
17104010,52,3
17104010,62,3
17104010,5,5
17104010,31,4
17104010,46,5
17104010,41,2
17104010,43,4
17104010,32,5
17104010,16,1
17104011,33,2
17104011,34,4
17104011,58,2
17104011,53,2
17104011,31,5
17104011,34,4
17104011,26,5
17104011,42,3
17104011,24,4
17104011,13,3
17104011,28,2
17104011,55,2
17104011,18,1
17104011,31,2
17104011,29,5
17104011,32,4
17104011,62,5
17104011,28,5
17104011,46,1
17104011,29,3
17104011,47,1
17104011,51,5
17104011,24,4
17104011,45,1
17104011,57,5
17104011,38,4
17104011,62,4
17104011,6,1
17104011,49,2
17104011,45,4
17104011,54,5
17104011,35,1
17104011,48,5
17104011,48,5
17104011,37,5
17104011,49,5
17104011,4,5
17104011,21,2
17104011,60,2
17104011,30,2
17104012,27,3
17104012,32,4
17104012,27,1
17104012,51,3
17104012,11,3
17104012,30,2
17104012,31,2
17104012,54,4
17104012,39,2
17104012,42,3
17104012,31,3
17104012,53,2
17104012,34,1
17104012,13,4
17104012,48,2
17104012,50,2
17104012,44,3
17104012,37,1
17104012,44,5
17104012,61,3
17104012,23,2
17104012,51,1
17104012,10,4
17104012,34,4
17104012,52,5
17104012,52,1
17104012,21,2
17104012,21,3
17104012,21,1
17104012,63,1
17104012,24,2
17104012,21,2
17104012,29,3
17104012,20,2
17104012,5,1
17104012,12,1
17104012,5,5
17104012,6,2
17104012,33,4
17104012,31,4
17104013,6,4
17104013,55,1
17104013,49,1
17104013,37,5
17104013,42,1
17104013,14,4
17104013,40,5
17104013,19,3
17104013,30,3
17104013,35,2
17104013,6,5
17104013,3,5
17104013,12,3
17104013,58,2
17104013,52,2
17104013,18,3
17104013,31,5
17104013,20,4
17104013,39,1
17104013,6,4
17104013,53,5
17104013,62,3
17104013,25,5
17104013,24,3
17104013,50,1
17104013,13,2
17104013,44,4
17104013,55,5
17104013,19,4
17104013,59,1
17104013,17,4
17104013,20,3
17104013,25,3
17104013,17,1
17104013,50,2
17104013,8,3
17104013,33,1
17104013,36,4
17104013,30,1
17104013,1,3
17104014,16,5
17104014,63,3
17104014,54,3
17104014,18,5
17104014,38,1
17104014,60,1
17104014,59,4
17104014,56,4
17104014,41,2
17104014,51,5
17104014,40,4
17104014,9,5
17104014,55,5
17104014,26,3
17104014,18,2
17104014,40,3
17104014,40,1
17104014,62,2
17104014,48,2
17104014,42,2
17104014,24,3
17104014,7,4
17104014,59,3
17104014,36,5
17104014,30,5
17104014,17,5
17104014,48,3
17104014,7,5
17104014,15,4
17104014,63,1
17104014,25,4
17104014,25,2
17104014,17,5
17104014,40,2
17104014,49,5
17104014,61,5
17104014,29,2
17104014,47,2
17104014,12,2
17104014,7,2
17104015,8,3
17104015,48,1
17104015,16,3
17104015,46,1
17104015,46,4
17104015,2,1
17104015,50,2
17104015,26,4
17104015,62,1
17104015,32,1
17104015,62,1
17104015,52,5
17104015,24,4
17104015,40,2
17104015,17,1
17104015,26,4
17104015,35,2
17104015,30,1
17104015,44,1
17104015,23,1
17104015,54,3
17104015,43,3
17104015,27,2
17104015,38,2
17104015,10,1
17104015,39,5
17104015,6,4
17104015,55,4
17104015,47,2
17104015,32,3
17104015,49,4
17104015,41,5
17104015,5,4
17104015,38,2
17104015,29,2
17104015,20,4
17104015,42,2
17104015,7,2
17104015,27,1
17104015,54,3
17104016,17,2
17104016,22,4
17104016,30,2
17104016,46,3
17104016,3,3
17104016,54,5
17104016,31,4
17104016,27,2
17104016,58,1
17104016,6,4
17104016,48,3
17104016,35,3
17104016,47,2
17104016,21,5
17104016,37,4
17104016,18,3
17104016,5,2
17104016,43,1
17104016,61,2
17104016,15,4
17104016,20,5
17104016,2,5
17104016,6,2
17104016,62,5
17104016,46,3
17104016,56,5
17104016,52,3
17104016,1,2
17104016,37,4
17104016,26,5
17104016,60,1
17104016,4,1
17104016,34,5
17104016,21,5
17104016,28,1
17104016,10,1
17104016,45,5
17104016,30,5
17104016,42,4
17104016,32,4
17104017,48,1
17104017,2,2
17104017,54,2
17104017,42,5
17104017,11,5
17104017,43,5
17104017,39,5
17104017,15,1
17104017,11,3
17104017,18,1
17104017,8,1
17104017,6,3
17104017,20,1
17104017,27,5
17104017,3,4
17104017,48,4
17104017,16,5
17104017,14,3
17104017,31,2
17104017,32,4
17104017,55,3
17104017,30,1
17104017,29,2
17104017,7,4
17104017,2,4
17104017,51,3
17104017,56,4
17104017,45,2
17104017,34,5
17104017,10,3
17104017,38,3
17104017,49,4
17104017,46,3
17104017,17,5
17104017,38,5
17104017,30,5
17104017,2,5
17104017,4,3
17104017,4,4
17104017,27,4
17104018,27,5
17104018,48,2
17104018,26,5
17104018,21,2
17104018,5,5
17104018,63,1
17104018,16,4
17104018,41,1
17104018,54,3
17104018,50,5
17104018,43,1
17104018,31,1
17104018,5,5
17104018,8,3
17104018,35,1
17104018,63,1
17104018,15,2
17104018,47,2
17104018,41,5
17104018,53,3
17104018,49,5
17104018,25,4
17104018,30,2
17104018,5,5
17104018,31,2
17104018,17,2
17104018,13,5
17104018,7,5
17104018,60,2
17104018,42,1
17104018,46,5
17104018,54,4
17104018,41,5
17104018,43,2
17104018,9,2
17104018,45,5
17104018,42,2
17104018,36,1
17104018,54,4
17104018,28,5
17104019,54,2
17104019,54,3
17104019,6,3
17104019,1,2
17104019,14,5
17104019,48,2
17104019,3,4
17104019,47,3
17104019,50,5
17104019,21,2
17104019,57,5
17104019,12,2
17104019,40,3
17104019,46,5
17104019,40,3
17104019,16,5
17104019,62,2
17104019,14,3
17104019,33,1
17104019,41,2
17104019,44,1
17104019,47,4
17104019,37,5
17104019,16,1
17104019,46,4
17104019,55,4
17104019,2,1
17104019,34,1
17104019,33,3
17104019,22,3
17104019,32,3
17104019,10,1
17104019,3,2
17104019,43,1
17104019,22,1
17104019,29,1
17104019,5,2
17104019,45,4
17104019,45,1
17104019,49,2
17104020,10,4
17104020,35,4
17104020,9,2
17104020,1,2
17104020,62,1
17104020,46,3
17104020,48,3
17104020,9,1
17104020,12,5
17104020,32,4
17104020,40,1
17104020,11,1
17104020,28,2
17104020,45,3
17104020,32,4
17104020,36,5
17104020,49,5
17104020,1,1
17104020,49,3
17104020,36,5
17104020,19,1
17104020,44,2
17104020,14,1
17104020,61,4
17104020,23,5
17104020,46,1
17104020,48,3
17104020,62,3
17104020,42,5
17104020,9,5
17104020,36,5
17104020,32,4
17104020,26,1
17104020,23,5
17104020,22,5
17104020,22,1
17104020,17,4
17104020,23,3
17104020,48,1
17104020,47,3
17104021,48,4
17104021,1,2
17104021,40,4
17104021,60,5
17104021,39,3
17104021,4,4
17104021,22,5
17104021,50,2
17104021,38,4
17104021,34,1
17104021,49,3
17104021,21,2
17104021,35,4
17104021,53,3
17104021,30,4
17104021,47,2
17104021,46,1
17104021,8,2
17104021,23,1
17104021,8,4
17104021,24,4
17104021,59,1
17104021,29,5
17104021,53,5
17104021,43,5
17104021,25,3
17104021,1,4
17104021,58,1
17104021,44,5
17104021,39,4
17104021,54,2
17104021,63,3
17104021,8,2
17104021,58,5
17104021,20,5
17104021,37,1
17104021,38,4
17104021,29,3
17104021,5,1
17104021,60,1
17104022,2,2
17104022,28,5
17104022,47,2
17104022,34,3
17104022,40,2
17104022,52,5
17104022,24,3
17104022,14,2
17104022,43,3
17104022,2,1
17104022,63,5
17104022,53,3
17104022,32,5
17104022,40,2
17104022,53,4
17104022,11,4
17104022,24,2
17104022,1,4
17104022,48,1
17104022,37,4
17104022,32,2
17104022,35,3
17104022,43,4
17104022,16,4
17104022,24,5
17104022,48,5
17104022,18,3
17104022,49,4
17104022,62,3
17104022,24,4
17104022,35,2
17104022,12,5
17104022,43,4
17104022,23,2
17104022,26,5
17104022,7,4
17104022,44,2
17104022,61,5
17104022,34,4
17104022,16,5
17104023,21,3
17104023,41,4
17104023,35,4
17104023,32,1
17104023,15,4
17104023,18,2
17104023,26,3
17104023,46,3
17104023,56,3
17104023,25,1
17104023,39,1
17104023,39,5
17104023,9,5
17104023,54,2
17104023,38,5
17104023,51,4
17104023,1,3
17104023,32,2
17104023,33,3
17104023,2,2
17104023,47,4
17104023,60,1
17104023,19,2
17104023,32,3
17104023,43,1
17104023,28,5
17104023,35,3
17104023,60,1
17104023,2,1
17104023,6,4
17104023,34,5
17104023,57,4
17104023,25,3
17104023,33,3
17104023,9,1
17104023,57,4
17104023,37,3
17104023,49,1
17104023,43,5
17104023,35,1
17104024,6,2
17104024,21,5
17104024,62,4
17104024,35,1
17104024,59,5
17104024,60,2
17104024,24,4
17104024,48,3
17104024,22,5
17104024,53,4
17104024,9,3
17104024,31,2
17104024,33,3
17104024,34,4
17104024,3,3
17104024,10,1
17104024,40,4
17104024,39,3
17104024,6,1
17104024,27,1
17104024,48,5
17104024,50,2
17104024,62,2
17104024,33,5
17104024,13,4
17104024,27,4
17104024,58,2
17104024,38,4
17104024,40,2
17104024,54,2
17104024,37,4
17104024,48,5
17104024,19,1
17104024,63,1
17104024,4,3
17104024,49,4
17104024,15,4
17104024,49,5
17104024,63,4
17104024,39,5
17104025,10,5
17104025,26,1
17104025,4,5
17104025,12,1
17104025,18,1
17104025,63,3
17104025,7,4
17104025,59,3
17104025,15,1
17104025,12,3
17104025,28,4
17104025,19,5
17104025,57,3
17104025,62,5
17104025,63,1
17104025,30,2
17104025,32,2
17104025,17,5
17104025,5,1
17104025,51,1
17104025,32,4
17104025,27,3
17104025,39,3
17104025,5,2
17104025,62,3
17104025,25,5
17104025,41,1
17104025,1,4
17104025,29,5
17104025,33,5
17104025,9,1
17104025,27,1
17104025,30,2
17104025,48,1
17104025,6,2
17104025,36,4
17104025,17,3
17104025,63,3
17104025,19,1
17104025,52,1
17104026,42,5
17104026,46,1
17104026,5,1
17104026,19,4
17104026,29,4
17104026,45,5
17104026,20,4
17104026,3,5
17104026,40,5
17104026,1,1
17104026,2,1
17104026,34,1
17104026,46,4
17104026,25,1
17104026,53,4
17104026,18,2
17104026,13,5
17104026,39,3
17104026,16,4
17104026,29,3
17104026,36,5
17104026,29,1
17104026,8,3
17104026,36,1
17104026,39,4
17104026,23,2
17104026,37,1
17104026,43,2
17104026,27,5
17104026,18,5
17104026,32,5
17104026,12,2
17104026,18,2
17104026,32,2
17104026,43,5
17104026,42,3
17104026,12,2
17104026,38,2
17104026,38,2
17104026,14,2
17104027,48,1
17104027,55,5
17104027,62,4
17104027,54,3
17104027,60,4
17104027,55,2
17104027,49,5
17104027,24,1
17104027,46,5
17104027,1,2
17104027,54,3
17104027,56,1
17104027,39,1
17104027,24,3
17104027,59,3
17104027,5,1
17104027,50,5
17104027,23,3
17104027,50,1
17104027,44,4
17104027,45,2
17104027,9,4
17104027,2,4
17104027,1,1
17104027,34,3
17104027,36,4
17104027,37,3
17104027,24,5
17104027,22,2
17104027,11,3
17104027,36,4
17104027,56,1
17104027,5,5
17104027,49,1
17104027,54,5
17104027,12,1
17104027,34,4
17104027,42,4
17104027,32,1
17104027,12,5
17104028,58,2
17104028,20,5
17104028,18,1
17104028,49,3
17104028,57,1
17104028,19,4
17104028,40,3
17104028,22,5
17104028,17,1
17104028,49,1
17104028,10,4
17104028,44,2
17104028,18,3
17104028,36,2
17104028,22,5
17104028,23,2
17104028,42,5
17104028,3,3
17104028,49,1
17104028,22,2
17104028,2,5
17104028,20,2
17104028,34,5
17104028,55,2
17104028,22,2
17104028,9,5
17104028,17,2
17104028,8,3
17104028,28,3
17104028,52,3
17104028,35,4
17104028,62,1
17104028,45,3
17104028,58,5
17104028,12,3
17104028,34,2
17104028,10,5
17104028,24,2
17104028,40,1
17104028,38,2
17104029,29,2
17104029,25,1
17104029,5,4
17104029,16,4
17104029,19,5
17104029,33,1
17104029,39,1
17104029,1,2
17104029,46,5
17104029,13,3
17104029,53,5
17104029,6,3
17104029,10,1
17104029,21,1
17104029,46,5
17104029,62,1
17104029,13,1
17104029,21,3
17104029,9,3
17104029,12,2
17104029,33,5
17104029,55,3
17104029,14,2
17104029,10,1
17104029,23,1
17104029,53,3
17104029,48,5
17104029,10,4
17104029,24,2
17104029,32,1
17104029,2,5
17104029,21,3
17104029,41,4
17104029,40,1
17104029,18,5
17104029,57,5
17104029,13,2
17104029,43,5
17104029,55,5
17104029,42,5
17104030,5,4
17104030,41,2
17104030,57,1
17104030,6,2
17104030,7,1
17104030,3,5
17104030,14,4
17104030,55,2
17104030,35,3
17104030,33,2
17104030,33,2
17104030,52,1
17104030,4,3
17104030,33,2
17104030,40,1
17104030,56,5
17104030,54,5
17104030,20,4
17104030,30,2
17104030,13,4
17104030,55,2
17104030,50,3
17104030,30,2
17104030,17,1
17104030,49,2
17104030,9,5
17104030,18,4
17104030,58,4
17104030,51,3
17104030,3,1
17104030,13,4
17104030,32,1
17104030,26,5
17104030,28,2
17104030,35,1
17104030,63,2
17104030,33,5
17104030,19,4
17104030,24,3
17104030,9,3
17104031,50,3
17104031,61,5
17104031,25,2
17104031,14,4
17104031,8,3
17104031,11,3
17104031,13,3
17104031,44,5
17104031,2,1
17104031,40,1
17104031,22,4
17104031,5,4
17104031,7,1
17104031,4,1
17104031,3,3
17104031,29,5
17104031,24,1
17104031,2,2
17104031,47,1
17104031,3,5
17104031,12,1
17104031,27,4
17104031,25,2
17104031,43,2
17104031,5,3
17104031,28,2
17104031,49,2
17104031,52,4
17104031,53,3
17104031,19,5
17104031,16,1
17104031,40,1
17104031,53,3
17104031,49,4
17104031,12,1
17104031,58,3
17104031,30,3
17104031,29,3
17104031,55,2
17104031,62,4
17104032,59,1
17104032,3,5
17104032,35,4
17104032,34,4
17104032,40,3
17104032,24,5
17104032,54,1
17104032,2,1
17104032,24,3
17104032,17,2
17104032,44,4
17104032,3,1
17104032,18,2
17104032,18,2
17104032,14,3
17104032,51,4
17104032,13,1
17104032,44,1
17104032,37,4
17104032,5,1
17104032,31,5
17104032,45,2
17104032,27,2
17104032,15,5
17104032,19,1
17104032,42,5
17104032,54,2
17104032,15,3
17104032,1,5
17104032,30,1
17104032,29,1
17104032,60,4
17104032,52,2
17104032,14,3
17104032,58,5
17104032,56,3
17104032,13,4
17104032,9,5
17104032,33,2
17104032,4,5
17104033,51,5
17104033,5,2
17104033,46,1
17104033,56,4
17104033,52,2
17104033,55,3
17104033,11,2
17104033,5,5
17104033,61,5
17104033,12,1
17104033,59,5
17104033,53,1
17104033,59,2
17104033,47,3
17104033,51,1
17104033,32,3
17104033,34,4
17104033,8,1
17104033,11,5
17104033,7,3
17104033,21,2
17104033,47,3
17104033,8,1
17104033,45,4
17104033,14,2
17104033,23,1
17104033,37,4
17104033,50,4
17104033,26,1
17104033,26,2
17104033,29,4
17104033,17,4
17104033,46,3
17104033,42,5
17104033,25,1
17104033,17,2
17104033,30,1
17104033,28,4
17104033,35,5
17104033,3,5
17104034,26,3
17104034,18,1
17104034,57,4
17104034,32,1
17104034,7,5
17104034,26,3
17104034,52,2
17104034,50,4
17104034,43,1
17104034,51,1
17104034,50,4
17104034,5,3
17104034,28,5
17104034,51,2
17104034,31,5
17104034,59,3
17104034,45,5
17104034,24,5
17104034,14,1
17104034,11,1
17104034,63,2
17104034,15,3
17104034,56,2
17104034,6,2
17104034,18,3
17104034,8,3
17104034,17,1
17104034,11,1
17104034,60,3
17104034,11,4
17104034,48,4
17104034,6,5
17104034,51,3
17104034,11,4
17104034,42,2
17104034,35,4
17104034,55,2
17104034,24,1
17104034,18,2
17104034,56,1
17104035,56,2
17104035,47,4
17104035,37,4
17104035,5,1
17104035,41,1
17104035,33,4
17104035,8,2
17104035,7,1
17104035,32,3
17104035,63,4
17104035,19,3
17104035,17,5
17104035,57,4
17104035,62,5
17104035,12,3
17104035,5,2
17104035,8,1
17104035,57,3
17104035,4,2
17104035,40,3
17104035,29,5
17104035,46,5
17104035,51,4
17104035,44,1
17104035,36,5
17104035,14,4
17104035,31,2
17104035,51,3
17104035,60,1
17104035,49,4
17104035,55,4
17104035,58,2
17104035,62,1
17104035,13,4
17104035,47,4
17104035,56,3
17104035,59,3
17104035,45,3
17104035,55,3
17104035,40,4
17104036,53,4
17104036,6,3
17104036,62,5
17104036,23,5
17104036,22,3
17104036,56,3
17104036,10,3
17104036,55,2
17104036,57,3
17104036,3,1
17104036,15,1
17104036,56,3
17104036,38,4
17104036,7,3
17104036,44,1
17104036,32,2
17104036,22,3
17104036,14,2
17104036,4,4
17104036,53,3
17104036,39,3
17104036,48,5
17104036,5,2
17104036,3,5
17104036,63,2
17104036,58,4
17104036,60,4
17104036,35,1
17104036,34,2
17104036,44,3
17104036,24,2
17104036,34,5
17104036,23,1
17104036,56,3
17104036,62,2
17104036,8,4
17104036,38,2
17104036,19,1
17104036,11,4
17104036,62,4
17104037,24,3
17104037,50,1
17104037,16,4
17104037,61,4
17104037,54,4
17104037,2,1
17104037,12,5
17104037,16,4
17104037,57,1
17104037,12,4
17104037,37,4
17104037,29,5
17104037,27,4
17104037,1,1
17104037,34,1
17104037,29,4
17104037,53,5
17104037,15,5
17104037,33,5
17104037,32,2
17104037,33,5
17104037,45,4
17104037,10,5
17104037,60,4
17104037,25,4
17104037,1,1
17104037,62,5
17104037,24,1
17104037,45,3
17104037,16,4
17104037,30,5
17104037,30,4
17104037,24,1
17104037,59,5
17104037,62,4
17104037,58,1
17104037,39,4
17104037,4,4
17104037,43,2
17104037,19,3
17104038,44,2
17104038,8,4
17104038,30,1
17104038,18,3
17104038,20,1
17104038,17,3
17104038,2,4
17104038,45,4
17104038,6,1
17104038,63,4
17104038,11,4
17104038,39,2
17104038,41,1
17104038,5,1
17104038,37,5
17104038,46,1
17104038,63,1
17104038,50,5
17104038,12,1
17104038,8,2
17104038,10,5
17104038,30,2
17104038,46,5
17104038,23,1
17104038,49,3
17104038,51,5
17104038,28,2
17104038,55,5
17104038,31,2
17104038,50,5
17104038,35,3
17104038,26,5
17104038,48,1
17104038,29,2
17104038,38,3
17104038,5,5
17104038,13,2
17104038,42,4
17104038,63,5
17104038,37,1
17104039,27,3
17104039,13,3
17104039,7,1
17104039,10,3
17104039,3,1
17104039,4,4
17104039,30,2
17104039,60,3
17104039,47,4
17104039,2,1
17104039,56,2
17104039,23,3
17104039,5,5
17104039,18,4
17104039,24,4
17104039,16,3
17104039,7,5
17104039,63,2
17104039,5,5
17104039,18,2
17104039,5,3
17104039,14,4
17104039,63,3
17104039,22,2
17104039,19,5
17104039,23,2
17104039,25,3
17104039,62,3
17104039,36,3
17104039,18,1
17104039,11,1
17104039,1,1
17104039,3,2
17104039,59,2
17104039,49,1
17104039,30,2
17104039,59,5
17104039,33,4
17104039,41,5
17104039,1,5
17104040,23,2
17104040,62,5
17104040,23,5
17104040,11,3
17104040,37,2
17104040,41,1
17104040,61,4
17104040,31,4
17104040,21,5
17104040,56,2
17104040,2,4
17104040,8,5
17104040,33,3
17104040,2,5
17104040,23,1
17104040,19,2
17104040,49,4
17104040,21,5
17104040,47,5
17104040,5,1
17104040,33,4
17104040,14,2
17104040,59,3
17104040,24,1
17104040,38,2
17104040,8,1
17104040,2,1
17104040,55,5
17104040,2,2
17104040,59,5
17104040,58,3
17104040,39,3
17104040,58,5
17104040,16,4
17104040,48,3
17104040,61,2
17104040,25,5
17104040,43,3
17104040,43,3
17104040,21,3
17104041,32,4
17104041,19,1
17104041,2,2
17104041,28,5
17104041,15,4
17104041,19,2
17104041,44,1
17104041,14,1
17104041,17,2
17104041,41,1
17104041,27,5
17104041,2,3
17104041,16,3
17104041,36,4
17104041,40,3
17104041,2,4
17104041,60,1
17104041,61,3
17104041,12,2
17104041,63,1
17104041,22,3
17104041,8,3
17104041,46,2
17104041,47,3
17104041,34,4
17104041,32,5
17104041,54,3
17104041,57,4
17104041,9,4
17104041,34,1
17104041,63,3
17104041,33,3
17104041,21,2
17104041,55,2
17104041,62,5
17104041,17,2
17104041,42,2
17104041,19,2
17104041,6,2
17104041,28,3
17104042,42,4
17104042,17,4
17104042,10,2
17104042,27,2
17104042,51,1
17104042,51,3
17104042,2,1
17104042,17,2
17104042,52,3
17104042,6,5
17104042,11,4
17104042,4,1
17104042,35,4
17104042,41,4
17104042,28,5
17104042,13,5
17104042,16,3
17104042,2,4
17104042,53,2
17104042,60,3
17104042,7,3
17104042,3,5
17104042,55,3
17104042,35,4
17104042,53,3
17104042,38,1
17104042,41,1
17104042,28,2
17104042,22,3
17104042,52,4
17104042,49,3
17104042,8,3
17104042,45,2
17104042,62,3
17104042,36,2
17104042,11,1
17104042,19,1
17104042,2,2
17104042,9,4
17104042,61,1
17104043,54,5
17104043,59,4
17104043,36,4
17104043,17,5
17104043,62,5
17104043,2,2
17104043,13,2
17104043,41,1
17104043,8,2
17104043,16,1
17104043,11,5
17104043,15,1
17104043,42,1
17104043,55,5
17104043,47,1
17104043,8,1
17104043,52,1
17104043,53,5
17104043,28,1
17104043,2,5
17104043,32,5
17104043,63,5
17104043,61,4
17104043,30,5
17104043,59,5
17104043,22,3
17104043,48,4
17104043,47,1
17104043,45,4
17104043,43,1
17104043,25,3
17104043,41,4
17104043,13,4
17104043,3,3
17104043,30,5
17104043,27,2
17104043,30,4
17104043,29,2
17104043,18,3
17104043,17,3
17104044,35,2
17104044,18,4
17104044,52,4
17104044,41,3
17104044,20,1
17104044,19,1
17104044,17,2
17104044,12,5
17104044,11,1
17104044,21,5
17104044,18,4
17104044,1,4
17104044,52,2
17104044,46,3
17104044,11,2
17104044,24,3
17104044,1,2
17104044,10,4
17104044,29,2
17104044,33,5
17104044,56,4
17104044,59,3
17104044,9,3
17104044,33,3
17104044,31,1
17104044,61,1
17104044,6,3
